Date,Open,High,Low,Close,Adj Close,Volume
2010-03-16,131.24,132.29,130.50,131.79,131.79,4132500.00
2010-03-17,132.41,132.69,131.22,131.34,131.34,4358800.00
2010-03-18,131.02,132.85,130.44,132.76,132.76,5021300.00
2010-03-19,133.71,133.71,129.66,130.35,130.35,8905000.00
2010-03-22,130.20,130.96,128.64,130.47,130.47,5383400.00
2010-03-23,130.89,130.94,128.07,129.26,129.26,4213100.00
2010-03-24,128.64,129.40,127.20,128.04,128.04,4696400.00
2010-03-25,129.14,136.91,128.04,134.73,134.73,16209600.00
2010-03-26,134.90,136.99,133.76,135.06,135.06,6565700.00
2010-03-29,135.37,136.63,134.33,135.12,135.12,4626900.00
2010-03-30,135.74,138.19,135.36,136.58,136.58,6192700.00
2010-03-31,136.00,136.80,134.48,135.77,135.77,4600600.00
2010-04-01,135.80,136.51,131.18,131.81,131.81,8785800.00
2010-04-05,132.85,133.74,130.78,131.49,131.49,5816500.00
2010-04-06,131.23,136.00,131.18,135.56,135.56,7950300.00
2010-04-07,135.96,136.08,133.86,134.87,134.87,5945400.00
2010-04-08,134.71,141.25,134.71,140.96,140.96,12689100.00
2010-04-09,140.72,141.33,139.07,140.06,140.06,6011100.00
2010-04-12,140.00,142.91,139.68,141.20,141.20,5445300.00
2010-04-13,141.23,141.98,139.12,140.16,140.16,4785500.00
2010-04-14,140.34,144.50,139.20,144.28,144.28,7900300.00
2010-04-15,144.55,147.09,144.00,145.82,145.82,7829600.00
2010-04-16,144.88,147.17,141.45,142.17,142.17,8396800.00
2010-04-19,142.35,143.67,139.13,142.43,142.43,6022000.00
2010-04-20,143.83,144.64,142.10,144.20,144.20,4311700.00
2010-04-21,145.17,149.00,143.52,146.43,146.43,7374400.00
2010-04-22,147.01,151.09,145.88,150.09,150.09,15165800.00
2010-04-23,145.38,149.09,142.42,143.63,143.63,18975200.00
2010-04-26,143.20,147.73,142.90,147.11,147.11,9318300.00
2010-04-27,145.55,146.44,141.11,142.02,142.02,8639000.00
2010-04-28,142.59,142.75,138.69,139.35,139.35,9235300.00
2010-04-29,140.09,142.45,139.79,141.73,141.73,6314200.00
2010-04-30,141.40,141.40,136.91,137.10,137.10,6113500.00
2010-05-03,137.20,139.44,136.11,137.49,137.49,5654600.00
2010-05-04,135.62,135.81,128.38,129.83,129.83,12667800.00
2010-05-05,128.00,131.61,127.55,130.93,130.93,9458100.00
2010-05-06,130.00,132.33,120.60,128.71,128.71,10189000.00
2010-05-07,127.97,131.18,123.76,124.98,124.98,11927600.00
2010-05-10,129.73,132.21,129.26,131.29,131.29,6806100.00
2010-05-11,129.95,133.08,128.47,130.46,130.46,6044100.00
2010-05-12,131.41,134.13,129.68,133.87,133.87,5904500.00
2010-05-13,133.93,136.99,131.00,131.47,131.47,5940200.00
2010-05-14,130.36,131.00,126.76,128.53,128.53,5277800.00
2010-05-17,128.24,129.95,125.80,128.91,128.91,5642200.00
2010-05-18,130.14,131.25,125.51,126.28,126.28,5256900.00
2010-05-19,125.51,127.93,123.80,124.59,124.59,6463300.00
2010-05-20,122.64,125.00,118.78,119.71,119.71,8594400.00
2010-05-21,117.90,124.97,117.52,122.72,122.72,7966900.00
2010-05-24,122.57,124.50,120.65,122.12,122.12,4535900.00
2010-05-25,118.54,125.19,118.50,124.86,124.86,6913400.00
2010-05-26,125.05,125.79,122.30,123.21,123.21,6964600.00
2010-05-27,124.98,126.85,120.60,126.70,126.70,4747700.00
2010-05-28,126.07,127.60,124.01,125.46,125.46,3954800.00
2010-06-01,124.97,126.57,123.02,123.24,123.24,3659500.00
2010-06-02,124.02,126.43,121.65,126.31,126.31,4764700.00
2010-06-03,126.25,129.15,124.85,128.76,128.76,5276900.00
2010-06-04,126.33,128.20,122.18,122.77,122.77,5497700.00
2010-06-07,125.84,126.61,121.67,122.01,122.01,6566400.00
2010-06-08,122.00,122.00,115.80,118.84,118.84,11484400.00
2010-06-09,120.31,121.47,117.36,117.91,117.91,7369200.00
2010-06-10,120.00,123.50,119.20,123.21,123.21,6061800.00
2010-06-11,121.39,123.53,120.29,123.03,123.03,4204600.00
2010-06-14,124.24,125.70,123.50,123.83,123.83,3923000.00
2010-06-15,123.20,126.92,122.50,126.84,126.84,4541000.00
2010-06-16,125.39,127.98,125.36,126.90,126.90,3964300.00
2010-06-17,126.74,127.80,124.69,125.89,125.89,3479000.00
2010-06-18,126.48,127.48,125.07,125.83,125.83,3836000.00
2010-06-21,126.79,127.48,121.41,122.55,122.55,5327700.00
2010-06-22,122.65,125.23,121.55,122.31,122.31,6207200.00
2010-06-23,122.11,123.22,120.04,121.45,121.45,5455100.00
2010-06-24,120.61,120.85,116.80,118.33,118.33,7771100.00
2010-06-25,118.14,121.76,117.63,121.00,121.00,5769700.00
2010-06-28,118.85,120.04,117.10,117.80,117.80,5612200.00
2010-06-29,116.26,116.48,106.01,108.61,108.61,12866300.00
2010-06-30,108.58,112.68,108.11,109.26,109.26,9740700.00
2010-07-01,108.90,111.69,106.70,110.96,110.96,8529800.00
2010-07-02,110.92,111.29,108.56,109.14,109.14,4477100.00
2010-07-06,110.65,112.53,109.00,110.06,110.06,5219300.00
2010-07-07,109.84,113.63,109.81,113.43,113.43,4941000.00
2010-07-08,115.02,117.48,114.07,116.22,116.22,6775000.00
2010-07-09,116.55,117.40,114.65,117.26,117.26,4065100.00
2010-07-12,117.81,119.70,117.32,119.51,119.51,4783600.00
2010-07-13,120.69,124.88,120.30,123.65,123.65,7091100.00
2010-07-14,123.03,123.75,121.47,123.30,123.30,5257000.00
2010-07-15,120.13,122.48,119.26,122.06,122.06,6047700.00
2010-07-16,121.28,121.92,118.01,118.49,118.49,6227900.00
2010-07-19,118.38,120.74,117.00,119.94,119.94,5030900.00
2010-07-20,120.61,120.71,117.51,120.10,120.10,6785000.00
2010-07-21,120.62,121.25,117.26,117.43,117.43,5011700.00
2010-07-22,118.71,120.87,118.02,120.07,120.07,15003400.00
2010-07-23,105.93,119.28,105.80,118.87,118.87,42421100.00
2010-07-26,118.26,118.60,114.88,118.40,118.40,11137800.00
2010-07-27,118.43,118.50,115.07,117.13,117.13,7796100.00
2010-07-28,117.00,118.20,116.40,117.13,117.13,5472300.00
2010-07-29,117.99,118.87,115.52,116.86,116.86,6175800.00
2010-07-30,115.53,118.74,114.51,117.89,117.89,7077500.00
2010-08-02,119.15,120.38,117.57,120.07,120.07,5443700.00
2010-08-03,120.00,122.87,119.68,122.42,122.42,5953800.00
2010-08-04,123.06,128.47,123.00,127.58,127.58,9270800.00
2010-08-05,126.77,128.00,125.82,127.83,127.83,4282300.00
2010-08-06,126.72,128.40,125.90,128.32,128.32,5065200.00
2010-08-09,128.46,129.93,127.85,128.83,128.83,5085800.00
2010-08-10,127.95,130.00,127.38,130.00,130.00,5706900.00
2010-08-11,128.10,128.12,125.20,125.89,125.89,5541700.00
2010-08-12,123.76,127.00,123.55,126.56,126.56,4367900.00
2010-08-13,126.06,127.48,124.26,124.69,124.69,3976600.00
2010-08-16,123.61,127.37,123.04,126.07,126.07,4024700.00
2010-08-17,127.34,129.98,126.79,128.86,128.86,5044700.00
2010-08-18,129.25,130.81,128.26,129.65,129.65,7901500.00
2010-08-19,129.22,130.02,126.82,127.57,127.57,5582500.00
2010-08-20,127.20,128.04,126.02,127.76,127.76,4170100.00
2010-08-23,127.86,129.22,126.50,126.60,126.60,3861300.00
2010-08-24,125.41,125.44,123.18,124.53,124.53,5369700.00
2010-08-25,123.85,127.37,123.83,126.85,126.85,5344500.00
2010-08-26,127.15,127.59,124.82,124.86,124.86,4694500.00
2010-08-27,125.46,126.64,122.25,126.64,126.64,5080000.00
2010-08-30,126.03,126.95,123.69,123.79,123.79,3426000.00
2010-08-31,122.85,125.90,122.50,124.83,124.83,4225600.00
2010-09-01,126.36,132.60,126.17,132.49,132.49,7138300.00
2010-09-02,132.17,135.21,132.05,135.21,135.21,5407400.00
2010-09-03,136.89,139.50,136.63,138.79,138.79,6581200.00
2010-09-07,137.56,138.60,136.89,137.22,137.22,3883000.00
2010-09-08,137.93,139.70,136.45,139.14,139.14,5828500.00
2010-09-09,140.39,141.37,139.26,140.38,140.38,4958000.00
2010-09-10,140.75,142.60,140.04,142.44,142.44,5043600.00
2010-09-13,144.07,145.74,143.76,145.07,145.07,5077400.00
2010-09-14,144.50,146.70,143.83,145.75,145.75,4319400.00
2010-09-15,144.88,145.62,143.56,145.45,145.45,4903600.00
2010-09-16,145.40,148.23,145.16,148.13,148.13,5827000.00
2010-09-17,148.90,148.98,146.50,148.32,148.32,7259600.00
2010-09-20,148.70,151.95,147.35,151.30,151.30,6449400.00
2010-09-21,150.76,153.31,149.60,150.73,150.73,7542000.00
2010-09-22,149.84,152.70,149.10,151.83,151.83,6612400.00
2010-09-23,151.20,155.92,150.97,152.85,152.85,7065600.00
2010-09-24,155.43,160.89,155.42,160.73,160.73,10590600.00
2010-09-27,160.22,161.20,157.88,159.37,159.37,6446300.00
2010-09-28,159.84,160.88,154.89,159.70,159.70,8494200.00
2010-09-29,159.03,161.78,157.75,158.99,158.99,7287500.00
2010-09-30,160.01,160.93,155.60,157.06,157.06,7606000.00
2010-10-01,157.08,157.44,152.20,153.71,153.71,8683400.00
2010-10-04,153.95,155.96,152.79,155.39,155.39,5346500.00
2010-10-05,157.08,161.21,157.01,160.87,160.87,5620000.00
2010-10-06,160.60,160.68,154.60,155.40,155.40,6060800.00
2010-10-07,156.51,157.40,153.39,156.27,156.27,4622000.00
2010-10-08,155.18,156.28,152.78,155.55,155.55,6918400.00
2010-10-11,154.89,156.63,152.34,153.03,153.03,4486400.00
2010-10-12,152.51,156.95,151.40,156.48,156.48,5280800.00
2010-10-13,156.69,156.79,153.85,155.17,155.17,5632800.00
2010-10-14,155.16,156.95,154.23,155.53,155.53,4024100.00
2010-10-15,158.42,164.88,156.75,164.64,164.64,10135500.00
2010-10-18,165.00,165.19,161.82,163.56,163.56,6331300.00
2010-10-19,160.68,162.80,157.00,158.67,158.67,7525000.00
2010-10-20,158.78,159.87,156.57,158.67,158.67,5790400.00
2010-10-21,162.67,166.13,161.29,164.97,164.97,13482500.00
2010-10-22,162.45,170.17,162.27,169.13,169.13,16318400.00
2010-10-25,171.57,171.99,168.32,169.00,169.00,6530900.00
2010-10-26,167.57,171.00,167.50,169.95,169.95,4689600.00
2010-10-27,168.91,169.75,166.54,167.51,167.51,5721800.00
2010-10-28,168.31,168.49,165.05,166.84,166.84,4684400.00
2010-10-29,165.80,168.50,164.81,165.23,165.23,4998500.00
2010-11-01,164.45,164.58,161.52,162.58,162.58,5239900.00
2010-11-02,163.75,165.94,163.36,164.61,164.61,4260000.00
2010-11-03,165.40,168.61,162.29,168.47,168.47,6112100.00
2010-11-04,169.86,172.53,168.40,168.93,168.93,7395900.00
2010-11-05,169.35,171.65,168.59,170.77,170.77,5212200.00
2010-11-08,170.84,173.20,168.78,171.99,171.99,5706000.00
2010-11-09,172.67,173.14,169.06,170.27,170.27,3978600.00
2010-11-10,170.59,173.37,169.41,173.33,173.33,5440300.00
2010-11-11,171.00,172.05,169.42,170.37,170.37,5691700.00
2010-11-12,170.12,171.26,165.05,165.68,165.68,7160600.00
2010-11-15,165.16,165.35,158.56,158.90,158.90,9648600.00
2010-11-16,158.74,160.91,156.77,157.78,157.78,6571400.00
2010-11-17,157.84,160.85,157.55,158.35,158.35,4524900.00
2010-11-18,160.74,165.00,160.74,164.17,164.17,6225300.00
2010-11-19,163.95,164.99,162.84,164.82,164.82,4464800.00
2010-11-22,165.10,170.60,165.00,170.39,170.39,6142500.00
2010-11-23,168.61,168.81,164.62,168.20,168.20,6465300.00
2010-11-24,171.53,177.89,171.53,177.25,177.25,10042500.00
2010-11-26,177.36,178.38,176.16,177.20,177.20,4271600.00
2010-11-29,179.99,181.84,177.57,179.49,179.49,9695000.00
2010-11-30,176.95,177.70,174.90,175.40,175.40,6762200.00
2010-12-01,179.16,179.32,176.00,176.55,176.55,5770100.00
2010-12-02,176.86,177.45,173.92,176.53,176.53,5537600.00
2010-12-03,175.50,176.40,174.05,175.68,175.68,4907500.00
2010-12-06,175.52,178.43,174.60,178.05,178.05,5654200.00
2010-12-07,180.50,181.47,176.57,176.77,176.77,5077100.00
2010-12-08,177.49,178.16,175.20,176.29,176.29,3726900.00
2010-12-09,177.77,178.11,173.80,174.85,174.85,4555500.00
2010-12-10,174.88,175.95,173.36,175.62,175.62,3565500.00
2010-12-13,176.33,177.94,173.73,174.25,174.25,4202500.00
2010-12-14,174.28,175.76,173.09,173.94,173.94,3685300.00
2010-12-15,173.72,179.00,173.59,175.57,175.57,5810500.00
2010-12-16,175.58,178.30,175.04,178.04,178.04,4121500.00
2010-12-17,178.41,178.75,177.02,177.58,177.58,4507300.00
2010-12-20,179.27,183.98,178.04,183.29,183.29,8735300.00
2010-12-21,183.88,185.65,182.60,184.75,184.75,5111000.00
2010-12-22,185.00,185.45,184.11,184.76,184.76,2578100.00
2010-12-23,184.34,184.98,181.89,182.59,182.59,3358200.00
2010-12-27,181.90,183.14,180.45,182.14,182.14,2249400.00
2010-12-28,182.10,182.77,181.05,181.09,181.09,1975000.00
2010-12-29,181.80,184.35,180.41,183.37,183.37,3120100.00
2010-12-30,183.92,184.55,182.75,182.75,182.75,1961200.00
2010-12-31,181.96,182.30,179.51,180.00,180.00,3451900.00
2011-01-03,181.37,186.00,181.21,184.22,184.22,5331400.00
2011-01-04,186.15,187.70,183.78,185.01,185.01,5031800.00
2011-01-05,184.10,187.45,184.07,187.42,187.42,3418800.00
2011-01-06,186.50,187.41,185.25,185.86,185.86,3179700.00
2011-01-07,187.88,188.45,183.74,185.49,185.49,5221700.00
2011-01-10,185.04,185.29,182.51,184.68,184.68,3375900.00
2011-01-11,185.42,186.00,183.21,184.34,184.34,2814200.00
2011-01-12,185.36,185.38,183.30,184.08,184.08,2679100.00
2011-01-13,183.60,186.45,183.51,185.53,185.53,3367000.00
2011-01-14,185.50,188.94,184.92,188.75,188.75,3662800.00
2011-01-18,188.66,191.60,188.25,191.25,191.25,3896200.00
2011-01-19,190.90,191.00,186.21,186.87,186.87,3882400.00
2011-01-20,185.29,186.85,181.00,181.96,181.96,5709900.00
2011-01-21,183.00,183.25,176.84,177.42,177.42,6806200.00
2011-01-24,177.95,178.49,174.15,176.85,176.85,5600300.00
2011-01-25,175.50,176.75,174.28,176.70,176.70,4651000.00
2011-01-26,177.51,177.89,174.63,175.39,175.39,3762200.00
2011-01-27,177.48,185.00,177.31,184.45,184.45,14594400.00
2011-01-28,171.45,173.71,166.90,171.14,171.14,19908200.00
2011-01-31,170.16,171.44,167.41,169.64,169.64,6718100.00
2011-02-01,170.52,173.10,169.51,172.11,172.11,5085900.00
2011-02-02,171.42,175.20,170.87,173.53,173.53,4547500.00
2011-02-03,173.50,174.67,171.95,173.71,173.71,3678900.00
2011-02-04,174.00,177.19,173.75,175.93,175.93,4347800.00
2011-02-07,176.15,177.55,174.77,176.43,176.43,5254700.00
2011-02-08,176.66,183.11,176.59,183.06,183.06,7794900.00
2011-02-09,183.15,186.47,182.26,185.30,185.30,8312700.00
2011-02-10,184.39,187.24,183.60,186.21,186.21,5331400.00
2011-02-11,185.56,189.50,185.37,189.25,189.25,4487900.00
2011-02-14,189.25,191.40,188.35,190.42,190.42,4061300.00
2011-02-15,188.73,190.49,188.25,189.03,189.03,3890900.00
2011-02-16,189.77,190.00,186.35,186.62,186.62,4628200.00
2011-02-17,185.77,189.09,185.31,187.76,187.76,3425500.00
2011-02-18,187.54,188.50,185.13,186.50,186.50,4178600.00
2011-02-22,183.68,184.72,179.32,180.42,180.42,5637100.00
2011-02-23,180.25,181.15,174.39,176.68,176.68,5482000.00
2011-02-24,176.86,179.75,174.56,177.75,177.75,4656500.00
2011-02-25,178.95,180.75,177.10,177.24,177.24,4191400.00
2011-02-28,173.91,175.89,172.15,173.29,173.29,6783200.00
2011-03-01,173.53,173.96,168.67,169.44,169.44,5847100.00
2011-03-02,169.09,173.30,168.35,172.02,172.02,5185700.00
2011-03-03,173.71,174.46,172.05,172.79,172.79,4138200.00
2011-03-04,172.62,172.75,169.51,171.67,171.67,4924300.00
2011-03-07,171.92,172.09,166.24,169.08,169.08,5932900.00
2011-03-08,169.39,169.71,166.72,166.89,166.89,4219000.00
2011-03-09,166.67,169.75,163.90,169.05,169.05,7108900.00
2011-03-10,167.07,168.47,164.82,166.14,166.14,5998400.00
2011-03-11,165.50,169.20,164.12,168.07,168.07,4609900.00
2011-03-14,166.60,168.08,164.57,166.73,166.73,4022000.00
2011-03-15,161.39,166.88,160.76,165.08,165.08,4934500.00
2011-03-16,164.70,168.14,162.87,164.70,164.70,5208100.00
2011-03-17,165.91,166.30,160.78,160.97,160.97,6471400.00
2011-03-18,161.19,163.54,160.59,161.82,161.82,7442700.00
2011-03-21,163.37,165.79,161.72,164.52,164.52,4055100.00
2011-03-22,164.07,164.44,162.25,162.60,162.60,3611400.00
2011-03-23,162.30,166.26,160.82,165.32,165.32,4721300.00
2011-03-24,168.21,172.00,167.36,171.10,171.10,6283200.00
2011-03-25,171.64,173.49,170.30,170.98,170.98,4293800.00
2011-03-28,171.80,172.50,169.25,169.35,169.35,3400800.00
2011-03-29,170.73,174.84,170.07,174.62,174.62,4884600.00
2011-03-30,177.78,181.16,177.66,179.42,179.42,6859300.00
2011-03-31,179.31,181.57,178.50,180.13,180.13,4826500.00
2011-04-01,181.58,183.25,178.59,180.13,180.13,5684100.00
2011-04-04,180.89,183.61,180.69,182.94,182.94,4186400.00
2011-04-05,182.10,186.36,181.80,185.29,185.29,5569200.00
2011-04-06,186.15,188.27,181.12,182.76,182.76,5430700.00
2011-04-07,182.78,185.17,181.76,184.91,184.91,4564000.00
2011-04-08,185.26,186.22,182.78,184.71,184.71,3726400.00
2011-04-11,184.86,186.49,181.85,184.04,184.04,3297100.00
2011-04-12,183.06,184.59,179.42,180.48,180.48,5334500.00
2011-04-13,180.83,182.88,179.80,182.29,182.29,4216300.00
2011-04-14,181.39,182.08,179.36,181.82,181.82,3588200.00
2011-04-15,181.00,181.78,179.02,180.01,180.01,4272400.00
2011-04-18,178.38,178.91,175.37,178.34,178.34,4616500.00
2011-04-19,178.35,179.47,176.60,178.82,178.82,2646000.00
2011-04-20,181.62,185.00,181.59,183.87,183.87,4067500.00
2011-04-21,184.56,185.97,183.05,185.89,185.89,3348100.00
2011-04-25,185.65,186.35,183.77,185.42,185.42,3438100.00
2011-04-26,186.27,186.42,180.74,182.30,182.30,11200000.00
2011-04-27,183.20,197.80,182.75,196.63,196.63,23623000.00
2011-04-28,195.96,196.79,192.27,195.07,195.07,7300000.00
2011-04-29,194.38,196.59,193.78,195.81,195.81,6640900.00
2011-05-02,196.57,203.42,196.18,201.19,201.19,9398100.00
2011-05-03,201.00,202.59,196.69,198.45,198.45,6100000.00
2011-05-04,198.25,201.86,195.37,199.97,199.97,6550000.00
2011-05-05,198.66,201.00,196.12,197.11,197.11,4600000.00
2011-05-06,199.10,199.56,196.56,197.60,197.60,4013900.00
2011-05-09,198.34,202.36,196.78,200.80,200.80,5825400.00
2011-05-10,201.94,205.29,201.56,203.94,203.94,5885900.00
2011-05-11,203.12,205.50,202.25,204.38,204.38,4809000.00
2011-05-12,204.22,206.19,200.62,206.07,206.07,4800000.00
2011-05-13,205.70,206.39,202.36,202.56,202.56,4123700.00
2011-05-16,200.54,200.90,191.37,192.51,192.51,9386400.00
2011-05-17,191.82,195.98,191.76,194.81,194.81,7073300.00
2011-05-18,194.13,198.28,193.25,197.09,197.09,4955800.00
2011-05-19,198.33,199.95,197.55,198.80,198.80,3701200.00
2011-05-20,197.95,199.80,197.24,198.65,198.65,3381000.00
2011-05-23,195.56,197.29,192.02,196.22,196.22,4200000.00
2011-05-24,197.00,197.00,193.00,193.27,193.27,2972700.00
2011-05-25,193.57,194.35,191.14,192.26,192.26,4661300.00
2011-05-26,191.24,196.45,190.88,195.00,195.00,4075200.00
2011-05-27,194.76,196.12,193.50,194.13,194.13,2352600.00
2011-05-31,195.94,198.44,195.03,196.69,196.69,3409000.00
2011-06-01,196.06,197.26,192.05,192.40,192.40,3445200.00
2011-06-02,192.28,194.44,190.56,193.65,193.65,3044900.00
2011-06-03,191.23,193.21,187.62,188.32,188.32,4974500.00
2011-06-06,188.01,189.85,185.18,185.69,185.69,3716000.00
2011-06-07,185.72,190.63,185.52,187.55,187.55,4866500.00
2011-06-08,187.45,189.81,186.32,188.05,188.05,3716600.00
2011-06-09,189.74,191.76,185.71,189.68,189.68,4187300.00
2011-06-10,189.25,190.77,186.28,186.53,186.53,3760400.00
2011-06-13,186.81,189.31,184.86,186.29,186.29,3868900.00
2011-06-14,188.99,190.72,187.07,189.96,189.96,3960300.00
2011-06-15,188.04,192.45,185.30,185.98,185.98,6317700.00
2011-06-16,185.74,187.00,181.59,183.65,183.65,6032100.00
2011-06-17,186.51,187.39,184.64,186.37,186.37,6322200.00
2011-06-20,185.96,188.85,185.57,187.72,187.72,2831700.00
2011-06-21,188.30,195.00,187.12,194.23,194.23,4182600.00
2011-06-22,193.96,195.20,191.32,191.63,191.63,3129700.00
2011-06-23,189.50,194.46,188.30,194.16,194.16,4609600.00
2011-06-24,193.88,194.92,191.35,192.55,192.55,3614500.00
2011-06-27,194.50,202.58,194.03,201.25,201.25,6100700.00
2011-06-28,201.92,202.88,200.60,202.35,202.35,3825300.00
2011-06-29,202.67,206.25,201.03,204.18,204.18,4608900.00
2011-06-30,200.78,205.20,200.50,204.49,204.49,4448100.00
2011-07-01,205.55,210.27,203.61,209.49,209.49,4008700.00
2011-07-05,208.76,214.45,208.73,213.19,213.19,3585200.00
2011-07-06,212.12,214.40,211.01,214.19,214.19,2607600.00
2011-07-07,215.09,217.80,215.09,216.74,216.74,3144900.00
2011-07-08,214.30,218.32,213.25,218.28,218.28,3707900.00
2011-07-11,216.74,217.50,211.00,212.55,212.55,4033700.00
2011-07-12,214.64,215.65,211.12,211.23,211.23,3985700.00
2011-07-13,214.70,216.83,212.14,213.50,213.50,4229900.00
2011-07-14,213.58,215.91,209.38,210.38,210.38,3902500.00
2011-07-15,213.08,214.53,209.29,212.87,212.87,4072600.00
2011-07-18,212.53,213.39,208.29,211.53,211.53,2898100.00
2011-07-19,213.77,218.40,213.77,218.06,218.06,4437200.00
2011-07-20,220.05,220.20,214.41,215.55,215.55,3372900.00
2011-07-21,216.74,217.09,211.07,213.21,213.21,4545300.00
2011-07-22,213.86,217.95,211.11,216.52,216.52,3591700.00
2011-07-25,215.49,216.08,213.00,213.49,213.49,3342800.00
2011-07-26,214.99,215.60,210.35,214.18,214.18,9863600.00
2011-07-27,224.39,227.20,219.62,222.52,222.52,12955600.00
2011-07-28,223.27,225.95,220.23,223.90,223.90,5354900.00
2011-07-29,221.29,225.75,219.51,222.52,222.52,5167700.00
2011-08-01,225.00,227.45,217.66,221.32,221.32,5789300.00
2011-08-02,220.32,222.43,211.30,211.70,211.70,6586700.00
2011-08-03,212.97,214.83,205.54,209.96,209.96,8197100.00
2011-08-04,206.73,208.00,201.45,201.48,201.48,6579500.00
2011-08-05,204.67,207.32,194.84,202.70,202.70,10024000.00
2011-08-08,196.40,200.39,190.05,193.70,193.70,10427500.00
2011-08-09,196.70,205.09,190.46,205.09,205.09,10491200.00
2011-08-10,200.76,202.40,193.60,194.13,194.13,8757600.00
2011-08-11,197.01,200.85,191.36,198.36,198.36,7401900.00
2011-08-12,200.28,204.56,197.21,202.30,202.30,5620400.00
2011-08-15,202.06,205.28,198.32,202.95,202.95,4785900.00
2011-08-16,201.14,201.39,194.75,197.68,197.68,5205900.00
2011-08-17,198.53,199.60,193.74,195.93,195.93,3991100.00
2011-08-18,191.21,191.34,179.72,182.52,182.52,8275200.00
2011-08-19,180.29,190.00,177.55,178.93,178.93,7244200.00
2011-08-22,182.83,184.20,177.10,177.54,177.54,5313700.00
2011-08-23,178.92,194.84,178.52,193.55,193.55,7351600.00
2011-08-24,193.89,196.31,190.17,193.73,193.73,6248700.00
2011-08-25,194.41,196.99,191.07,192.03,192.03,3760800.00
2011-08-26,191.24,199.72,189.60,199.27,199.27,5310700.00
2011-08-29,202.82,206.67,202.55,206.53,206.53,4511000.00
2011-08-30,205.78,212.49,204.32,210.92,210.92,5915700.00
2011-08-31,212.27,216.17,211.35,215.23,215.23,7405000.00
2011-09-01,215.28,217.64,211.62,212.54,212.54,5275300.00
