Fr,Nm,NN,ACTUAL
0.2873650789260864,0.7126349210739136,1,1
0.5664212703704834,0.43357881903648376,0,1
0.2794966697692871,0.7205033302307129,1,1
0.27911800146102905,0.720881998538971,1,1
0.27888473868370056,0.721115231513977,1,1
0.27731823921203613,0.7226817607879639,1,1
0.2777717113494873,0.7222282886505127,1,1
0.30351993441581726,0.6964800953865051,1,1
0.41450074315071106,0.5854993462562561,1,1
0.2828214466571808,0.7171785235404968,1,1
0.3488016128540039,0.6511984467506409,1,1
0.3884635865688324,0.61153644323349,1,1
0.2818983495235443,0.7181016802787781,1,1
0.27620363235473633,0.7237964272499084,1,1
0.2801535725593567,0.7198464274406433,1,1
0.27789944410324097,0.7221006155014038,1,1
0.2794843912124634,0.7205156087875366,1,1
0.289592981338501,0.710407018661499,1,1
0.2784011662006378,0.7215988039970398,1,1
0.31423771381378174,0.6857622861862183,1,1
0.2789992094039917,0.7210007309913635,1,1
0.28618985414505005,0.7138102054595947,1,1
0.31844642758369446,0.6815535426139832,1,1
0.2839350402355194,0.716064989566803,1,1
0.4691348373889923,0.5308651328086853,1,1
0.2815447449684143,0.7184552550315857,1,1
0.27651670575141907,0.7234833240509033,1,1
0.2969895601272583,0.7030104994773865,1,1
0.2782701253890991,0.7217298150062561,1,1
0.3568066358566284,0.6431934237480164,1,1
0.290134072303772,0.709865927696228,1,1
0.2780871093273163,0.7219128608703613,1,1
0.3079012334346771,0.6920987367630005,1,1
0.2919181287288666,0.7080819010734558,1,1
0.49570438265800476,0.5042955875396729,1,1
0.5877235531806946,0.4122764766216278,0,1
0.27697253227233887,0.7230274677276611,1,1
0.27581286430358887,0.7241870760917664,1,1
0.28507372736930847,0.7149263024330139,1,1
0.27575284242630005,0.7242470979690552,1,1
0.27920055389404297,0.720799446105957,1,1
0.287245512008667,0.712754487991333,1,1
0.2825772166252136,0.7174227833747864,1,1
0.6333800554275513,0.36661991477012634,0,1
0.2800850570201874,0.7199149131774902,1,1
0.2774413526058197,0.7225586175918579,1,1
0.28936967253685,0.7106304168701172,1,1
0.27920326590538025,0.7207967638969421,1,1
0.27880722284317017,0.7211927175521851,1,1
0.5801100134849548,0.41989001631736755,0,1
0.2822273075580597,0.7177726626396179,1,1
0.28252121806144714,0.7174787521362305,1,1
0.2890821099281311,0.7109178900718689,1,1
0.3486194312572479,0.6513805985450745,1,1
0.357499897480011,0.6425000429153442,1,1
0.3062290549278259,0.6937709450721741,1,1
0.30603811144828796,0.6939619183540344,1,1
0.28252527117729187,0.7174746990203857,1,1
0.29666727781295776,0.7033327221870422,1,1
0.28018346428871155,0.7198165059089661,1,1
0.2877724766731262,0.712227463722229,1,1
0.28762996196746826,0.7123700976371765,1,1
0.27941665053367615,0.7205833792686462,1,1
0.2771745026111603,0.7228254675865173,1,1
0.5385589599609375,0.4614410102367401,0,1
0.2824517786502838,0.7175482511520386,1,1
0.280850350856781,0.7191497087478638,1,1
0.28679537773132324,0.7132046222686768,1,1
0.27849817276000977,0.721501886844635,1,1
0.2792579233646393,0.7207420468330383,1,1
0.2833869457244873,0.7166130542755127,1,1
0.27657273411750793,0.7234272956848145,1,1
0.2870537340641022,0.7129462957382202,1,1
0.28674864768981934,0.7132512927055359,1,1
0.27971595525741577,0.7202840447425842,1,1
0.2769448757171631,0.7230551242828369,1,1
0.28042176365852356,0.7195782661437988,1,1
0.28624340891838074,0.7137566208839417,1,1
0.39381298422813416,0.6061869859695435,1,1
0.2815890610218048,0.7184110283851624,1,1
0.2779861092567444,0.7220138907432556,1,1
0.27855542302131653,0.7214446067810059,1,1
0.2877040207386017,0.7122960090637207,1,1
0.31393274664878845,0.6860671639442444,1,1
0.2787289321422577,0.7212710976600647,1,1
0.7304353713989258,0.269564688205719,0,0
0.2755502164363861,0.7244497537612915,1,1
0.28175458312034607,0.7182453870773315,1,1
0.28002941608428955,0.7199705839157104,1,1
0.28251203894615173,0.7174879312515259,1,1
0.2786373496055603,0.7213626503944397,1,1
0.28167545795440674,0.718324601650238,1,1
0.3569222390651703,0.6430777311325073,1,1
0.5579837560653687,0.4420163333415985,0,1
0.28622767329216003,0.7137723565101624,1,1
0.2833098769187927,0.7166900634765625,1,1
0.2757967710494995,0.7242032289505005,1,1
0.31464919447898865,0.685350775718689,1,1
0.2785971462726593,0.7214028239250183,1,1
0.278413325548172,0.7215866446495056,1,1
0.3102664053440094,0.689733624458313,1,1
0.2826116979122162,0.7173883318901062,1,1
0.2911749482154846,0.7088249921798706,1,1
0.27671757340431213,0.7232824563980103,1,1
0.28226006031036377,0.7177399396896362,1,1
0.2784993052482605,0.7215006351470947,1,1
0.3375825583934784,0.6624174118041992,1,1
0.28620293736457825,0.7137970328330994,1,1
0.27960458397865295,0.7203954458236694,1,1
0.2763066291809082,0.7236933708190918,1,1
0.2857499122619629,0.7142500877380371,1,1
0.27867940068244934,0.7213205695152283,1,1
0.27853724360466003,0.7214627861976624,1,1
0.29287704825401306,0.7071229219436646,1,1
0.2786591351032257,0.7213408350944519,1,1
0.28397923707962036,0.7160207629203796,1,1
0.2782611846923828,0.7217387557029724,1,1
0.564752459526062,0.43524760007858276,0,1
0.291232705116272,0.708767294883728,1,1
0.5191150903701782,0.480884850025177,0,1
0.3917984068393707,0.6082016825675964,1,1
0.4315478503704071,0.5684521198272705,1,1
0.40406790375709534,0.595932126045227,1,1
0.27804669737815857,0.7219533324241638,1,1
0.2961989939212799,0.7038009762763977,1,1
0.27944478392601013,0.720555305480957,1,1
0.289130836725235,0.7108692526817322,1,1
0.3377987742424011,0.6622012853622437,1,1
0.6087375283241272,0.3912624418735504,0,1
0.2798508107662201,0.7201492190361023,1,1
0.27902933955192566,0.7209706902503967,1,1
0.29234400391578674,0.7076560258865356,1,1
0.27819859981536865,0.7218013405799866,1,1
0.28189173340797424,0.7181082963943481,1,1
0.28618234395980835,0.7138176560401917,1,1
0.28130167722702026,0.7186983227729797,1,1
0.2775076627731323,0.7224922776222229,1,1
0.2772993743419647,0.7227005362510681,1,1
0.2798364460468292,0.7201635241508484,1,1
0.2838127315044403,0.7161872386932373,1,1
0.27848562598228455,0.7215144038200378,1,1
0.2810840904712677,0.7189158797264099,1,1
0.2899169623851776,0.7100830674171448,1,1
0.6529785394668579,0.3470213711261749,0,1
0.27594634890556335,0.724053680896759,1,1
0.29302147030830383,0.7069785594940186,1,1
0.2762874662876129,0.7237125039100647,1,1
0.2944357693195343,0.7055642604827881,1,1
0.27721303701400757,0.7227869033813477,1,1
0.28788089752197266,0.7121191024780273,1,1
0.34319013357162476,0.65680992603302,1,1
0.3030221462249756,0.6969778537750244,1,1
0.6291953921318054,0.3708046078681946,0,1
0.4815255403518677,0.5184744596481323,1,1
0.28455254435539246,0.7154474854469299,1,1
0.28279542922973633,0.7172045707702637,1,1
0.37507790327072144,0.6249220967292786,1,1
0.2838496267795563,0.7161503434181213,1,1
0.29061159491539,0.7093884348869324,1,1
0.29565924406051636,0.7043407559394836,1,1
0.2796778678894043,0.7203221321105957,1,1
0.5210487842559814,0.47895118594169617,0,1
0.37590447068214417,0.6240955591201782,1,1
0.2928551435470581,0.7071448564529419,1,1
0.40431326627731323,0.5956867337226868,1,1
0.28034406900405884,0.7196559906005859,1,1
0.2828647792339325,0.7171352505683899,1,1
0.2795015573501587,0.7204983830451965,1,1
0.6941967010498047,0.3058032691478729,0,1
0.2819828391075134,0.7180171608924866,1,1
0.29011186957359314,0.7098881602287292,1,1
0.27775683999061584,0.722243070602417,1,1
0.287019282579422,0.7129806876182556,1,1
0.27813926339149475,0.7218607664108276,1,1
0.2780400216579437,0.7219599485397339,1,1
0.3089725077152252,0.6910274624824524,1,1
0.28470417857170105,0.7152957916259766,1,1
0.2862533628940582,0.7137466669082642,1,1
0.28108736872673035,0.7189126014709473,1,1
0.28398144245147705,0.7160184979438782,1,1
0.33529922366142273,0.6647008061408997,1,1
0.28112947940826416,0.7188705205917358,1,1
0.2794496715068817,0.7205502986907959,1,1
0.2832128405570984,0.7167871594429016,1,1
0.44575998187065125,0.5542400479316711,1,1
0.2855299711227417,0.7144700288772583,1,1
0.28431734442710876,0.7156826257705688,1,1
0.2790394127368927,0.7209605574607849,1,1
0.2868521213531494,0.7131478786468506,1,1
0.44458067417144775,0.5554193258285522,1,1
0.276275634765625,0.723724365234375,1,1
0.28144827485084534,0.7185516953468323,1,1
0.297355979681015,0.7026439905166626,1,1
0.27561965584754944,0.7243803143501282,1,1
0.28945550322532654,0.7105444669723511,1,1
0.2805345356464386,0.7194654941558838,1,1
0.278089702129364,0.7219102382659912,1,1
0.27785757184028625,0.7221424579620361,1,1
0.2774415612220764,0.7225583791732788,1,1
0.28685805201530457,0.713141918182373,1,1
0.2851561903953552,0.7148438096046448,1,1
0.29414573311805725,0.7058542966842651,1,1
0.3672208786010742,0.632779061794281,1,1
0.3190529942512512,0.6809470057487488,1,1
0.28139999508857727,0.7185999751091003,1,1
0.28293275833129883,0.7170672416687012,1,1
0.6222810745239258,0.377718985080719,0,1
0.28277328610420227,0.7172267436981201,1,1
0.2817365825176239,0.7182633876800537,1,1
0.2795664668083191,0.7204335331916809,1,1
0.27599361538887024,0.7240063548088074,1,1
0.2769934833049774,0.723006546497345,1,1
0.2935146987438202,0.706485390663147,1,1
0.2843106687068939,0.7156893610954285,1,1
0.2792034447193146,0.7207965850830078,1,1
0.27643704414367676,0.723563015460968,1,1
0.2789233922958374,0.7210766077041626,1,1
0.2789749503135681,0.7210250496864319,1,1
0.28852933645248413,0.7114706635475159,1,1
0.2792322635650635,0.7207677364349365,1,1
0.3286327123641968,0.6713672876358032,1,1
0.4912159740924835,0.5087840557098389,1,1
0.7150578498840332,0.2849422097206116,0,1
0.5160655975341797,0.4839344322681427,0,1
0.2783050239086151,0.7216949462890625,1,1
0.2765767574310303,0.7234232425689697,1,1
0.37059590220451355,0.6294041872024536,1,1
0.2774765193462372,0.7225234508514404,1,1
0.27799755334854126,0.722002387046814,1,1
0.284005343914032,0.715994656085968,1,1
0.27802345156669617,0.7219765782356262,1,1
0.2806844711303711,0.7193155288696289,1,1
0.286242812871933,0.7137571573257446,1,1
0.2855055630207062,0.7144944667816162,1,1
0.2752287983894348,0.7247712016105652,1,1
0.29522982239723206,0.7047701478004456,1,1
0.2761091887950897,0.7238907814025879,1,1
0.28150108456611633,0.7184988856315613,1,1
0.3329690992832184,0.667030930519104,1,1
0.27927765250205994,0.7207223176956177,1,1
0.28448477387428284,0.7155152559280396,1,1
0.3274102509021759,0.6725897789001465,1,1
0.2772420644760132,0.7227579951286316,1,1
0.291635662317276,0.7083643674850464,1,1
0.27630457282066345,0.7236954569816589,1,1
0.28367605805397034,0.716323971748352,1,1
0.2893849015235901,0.7106150984764099,1,1
0.3316972553730011,0.6683027148246765,1,1
0.28053590655326843,0.719464123249054,1,1
0.5070430040359497,0.4929569959640503,0,1
0.2836054861545563,0.7163945436477661,1,1
0.2773595154285431,0.7226403951644897,1,1
0.27787601947784424,0.7221239805221558,1,1
0.29066309332847595,0.7093368768692017,1,1
0.27653762698173523,0.7234623432159424,1,1
0.31343135237693787,0.6865686774253845,1,1
0.2777012288570404,0.7222987413406372,1,1
0.275427907705307,0.7245720028877258,1,1
0.27636826038360596,0.723631739616394,1,1
0.2772691249847412,0.7227308750152588,1,1
0.28757956624031067,0.7124204039573669,1,1
0.28728047013282776,0.7127195596694946,1,1
0.28595563769340515,0.7140443921089172,1,1
0.4559643864631653,0.5440356731414795,1,1
0.3418846130371094,0.6581153273582458,1,1
0.2913127839565277,0.7086872458457947,1,1
0.299692839384079,0.7003071904182434,1,1
0.42265287041664124,0.5773471593856812,1,1
0.3721682131290436,0.6278318166732788,1,1
0.30026718974113464,0.699732780456543,1,1
0.340972363948822,0.659027636051178,1,1
0.29156479239463806,0.7084351778030396,1,1
0.30995720624923706,0.6900427937507629,1,1
0.29449886083602905,0.7055011987686157,1,1
0.2828139066696167,0.7171860933303833,1,1
0.28214552998542786,0.7178544998168945,1,1
0.3304486870765686,0.6695513725280762,1,1
0.29166388511657715,0.7083361148834229,1,1
0.5261504650115967,0.4738495945930481,0,1
0.2775200307369232,0.7224799990653992,1,1
0.28470176458358765,0.7152981758117676,1,1
0.2954055666923523,0.7045944333076477,1,1
0.28127536177635193,0.7187246680259705,1,1
0.2791164517402649,0.7208836078643799,1,1
0.277417927980423,0.7225821018218994,1,1
0.32294410467147827,0.6770558953285217,1,1
0.2963014841079712,0.703698456287384,1,1
0.2790738344192505,0.7209262251853943,1,1
0.27513566613197327,0.7248643040657043,1,1
0.2953852713108063,0.7046146988868713,1,1
0.28439202904701233,0.7156080007553101,1,1
0.2877916991710663,0.7122082710266113,1,1
0.283043771982193,0.7169562578201294,1,1
0.2852826714515686,0.7147173285484314,1,1
0.30993545055389404,0.690064549446106,1,1
0.27708151936531067,0.7229185700416565,1,1
0.28356900811195374,0.7164309620857239,1,1
0.2885216474533081,0.7114783525466919,1,1
0.2798877954483032,0.7201122045516968,1,1
0.375663161277771,0.6243367791175842,1,1
0.27971112728118896,0.720288872718811,1,1
0.32247334718704224,0.6775266528129578,1,1
0.2927961051464081,0.7072039246559143,1,1
0.29095572233200073,0.7090442776679993,1,1
0.2946404218673706,0.7053595781326294,1,1
0.2995336949825287,0.7004663348197937,1,1
0.47416049242019653,0.5258395075798035,1,1
0.2814485728740692,0.7185514569282532,1,1
0.28534671664237976,0.7146532535552979,1,1
0.3114168047904968,0.6885831952095032,1,1
0.5635693669319153,0.4364306926727295,0,1
0.27902165055274963,0.7209783792495728,1,1
0.305810809135437,0.694189190864563,1,1
0.2889433205127716,0.7110567092895508,1,1
0.3334149718284607,0.6665849685668945,1,1
0.2795863151550293,0.7204136848449707,1,1
0.324452668428421,0.6755473613739014,1,1
0.28899669647216797,0.711003303527832,1,1
0.27890652418136597,0.721093475818634,1,1
0.2861657440662384,0.713834285736084,1,1
0.28160741925239563,0.718392550945282,1,1
0.27567896246910095,0.7243210077285767,1,1
0.2789289951324463,0.7210709452629089,1,1
0.28064796328544617,0.719352126121521,1,1
0.6251494288444519,0.37485048174858093,0,1
0.2751077711582184,0.724892258644104,1,1
0.2816360890865326,0.718363881111145,1,1
0.2805517613887787,0.7194482088088989,1,1
0.3795773983001709,0.6204225420951843,1,1
0.27672645449638367,0.7232735753059387,1,1
0.28496336936950684,0.7150366306304932,1,1
0.27862676978111267,0.7213732600212097,1,1
0.5133784413337708,0.4866214990615845,0,1
0.2832585275173187,0.7167415022850037,1,1
0.2805366814136505,0.7194633483886719,1,1
0.29479852318763733,0.7052014470100403,1,1
0.27711963653564453,0.7228803634643555,1,1
0.2762274742126465,0.7237725853919983,1,1
0.2794119417667389,0.7205880880355835,1,1
0.27633294463157654,0.7236670255661011,1,1
0.28259143233299255,0.7174085378646851,1,1
0.29602789878845215,0.7039721608161926,1,1
0.2782077491283417,0.7217922210693359,1,1
0.29317420721054077,0.7068257331848145,1,1
0.28014710545539856,0.7198529243469238,1,1
0.27803462743759155,0.7219653725624084,1,1
0.28127720952033997,0.7187227606773376,1,1
0.5422300100326538,0.45777007937431335,0,1
0.2762942910194397,0.7237057685852051,1,1
0.27831679582595825,0.7216832637786865,1,1
0.2774730324745178,0.7225269675254822,1,1
0.2807963490486145,0.7192036509513855,1,1
0.3468644320964813,0.6531355381011963,1,1
0.2811964452266693,0.7188035845756531,1,1
0.2757296860218048,0.7242702841758728,1,1
0.28878098726272583,0.7112189531326294,1,1
0.2804011106491089,0.7195989489555359,1,1
0.2795175313949585,0.7204825282096863,1,1
0.27936843037605286,0.7206315398216248,1,1
0.27778035402297974,0.7222196459770203,1,1
0.2762318551540375,0.7237681746482849,1,1
0.31094130873680115,0.6890586614608765,1,1
0.2796778082847595,0.7203221917152405,1,1
0.2988373935222626,0.7011626362800598,1,1
0.27668496966362,0.7233150005340576,1,1
0.28047898411750793,0.7195210456848145,1,1
0.27793410420417786,0.7220659255981445,1,1
0.3043288290500641,0.6956711411476135,1,1
0.2850688099861145,0.7149311900138855,1,1
0.6814866065979004,0.3185134530067444,0,1
0.27898621559143066,0.7210138440132141,1,1
0.277299165725708,0.722700834274292,1,1
0.29524439573287964,0.7047556042671204,1,1
0.2797989249229431,0.7202010750770569,1,1
0.2764495015144348,0.7235504388809204,1,1
0.2779218852519989,0.7220780849456787,1,1
0.38516443967819214,0.6148355007171631,1,1
0.2794223427772522,0.720577597618103,1,1
0.27598536014556885,0.7240146398544312,1,1
0.2802031636238098,0.7197968363761902,1,1
0.2793477177619934,0.7206522822380066,1,1
0.2865656912326813,0.7134343385696411,1,1
0.2811126410961151,0.7188873291015625,1,1
0.28505566716194153,0.7149443626403809,1,1
0.27699005603790283,0.7230099439620972,1,1
0.28791433572769165,0.7120856046676636,1,1
0.28197282552719116,0.7180271744728088,1,1
0.28147757053375244,0.7185224294662476,1,1
0.2762864828109741,0.7237135171890259,1,1
0.28665345907211304,0.7133464813232422,1,1
0.341811865568161,0.6581881642341614,1,1
0.2790176570415497,0.7209823727607727,1,1
0.29059985280036926,0.7094001770019531,1,1
0.5698040723800659,0.4301959276199341,0,1
0.28090450167655945,0.7190955281257629,1,1
0.27592387795448303,0.7240761518478394,1,1
0.2764442563056946,0.7235557436943054,1,1
0.2958221733570099,0.7041778564453125,1,1
0.28895190358161926,0.7110481262207031,1,1
0.3657873570919037,0.6342125535011292,1,1
0.2779231667518616,0.7220768332481384,1,1
0.33453369140625,0.66546630859375,1,1
0.2981494963169098,0.7018504738807678,1,1
0.2955935597419739,0.7044064402580261,1,1
0.2780282497406006,0.7219717502593994,1,1
0.2965710163116455,0.7034289836883545,1,1
0.28049972653388977,0.7195003032684326,1,1
0.2883533537387848,0.7116466760635376,1,1
0.5705461502075195,0.42945387959480286,0,1
0.2844206988811493,0.7155792117118835,1,1
0.2797360420227051,0.7202640175819397,1,1
0.27746596932411194,0.7225340604782104,1,1
0.28480392694473267,0.7151960730552673,1,1
0.31899943947792053,0.6810005903244019,1,1
0.28378334641456604,0.7162166237831116,1,1
0.29562535881996155,0.7043746113777161,1,1
0.2939251959323883,0.7060748338699341,1,1
0.28169485926628113,0.7183051109313965,1,1
0.28196313977241516,0.7180368900299072,1,1
0.2916439175605774,0.7083560228347778,1,1
0.2775946259498596,0.7224054336547852,1,1
0.28071776032447815,0.7192822694778442,1,1
0.2912791073322296,0.7087209224700928,1,1
0.2815943658351898,0.7184056639671326,1,1
0.2843652069568634,0.7156347632408142,1,1
0.5923246145248413,0.4076753854751587,0,1
0.29350218176841736,0.706497848033905,1,1
0.4309888482093811,0.5690111517906189,1,1
0.47722697257995605,0.522773027420044,1,1
0.2892594635486603,0.7107405662536621,1,1
0.2778606414794922,0.7221394181251526,1,1
0.5945640802383423,0.4054359793663025,0,1
0.27552980184555054,0.7244701385498047,1,1
0.33908432722091675,0.660915732383728,1,1
0.27812811732292175,0.7218719124794006,1,1
0.28521105647087097,0.7147889733314514,1,1
0.282565176486969,0.717434823513031,1,1
0.3271557688713074,0.6728442311286926,1,1
0.29174813628196716,0.7082518339157104,1,1
0.28255993127822876,0.7174400687217712,1,1
0.28429076075553894,0.7157092690467834,1,1
0.28175824880599976,0.7182417511940002,1,1
0.27812689542770386,0.7218731045722961,1,1
0.28272509574890137,0.7172749638557434,1,1
0.28018277883529663,0.7198172807693481,1,1
0.27996981143951416,0.7200301885604858,1,1
0.2806362509727478,0.7193636894226074,1,1
0.2769087255001068,0.7230913043022156,1,1
0.3006070554256439,0.6993929147720337,1,1
0.28776463866233826,0.7122353315353394,1,1
0.2874520421028137,0.712548017501831,1,1
0.34573379158973694,0.6542662382125854,1,1
0.27551719546318054,0.7244827747344971,1,1
0.6427146196365356,0.35728543996810913,0,1
0.32417911291122437,0.6758208274841309,1,1
0.314917653799057,0.6850823760032654,1,1
0.2799716591835022,0.7200283408164978,1,1
0.7151122093200684,0.28488782048225403,0,1
0.27893874049186707,0.7210612297058105,1,1
0.2827605903148651,0.7172394394874573,1,1
0.2796850800514221,0.7203149199485779,1,1
0.27781742811203003,0.7221825122833252,1,1
0.27622681856155396,0.723773181438446,1,1
0.2779235541820526,0.7220764756202698,1,1
0.2755086421966553,0.7244913578033447,1,1
0.5206180214881897,0.4793819189071655,0,1
0.30255773663520813,0.6974422335624695,1,1
0.27743077278137207,0.7225692272186279,1,1
0.3147980570793152,0.6852019429206848,1,1
0.29586920142173767,0.7041307687759399,1,1
0.28635886311531067,0.7136411070823669,1,1
0.2819311320781708,0.7180688381195068,1,1
0.2845667898654938,0.7154331803321838,1,1
0.28746479749679565,0.7125351428985596,1,1
0.27718111872673035,0.7228188514709473,1,1
0.305783748626709,0.694216251373291,1,1
0.30220869183540344,0.697791337966919,1,1
0.3660937249660492,0.6339062452316284,1,1
0.2892395555973053,0.7107604742050171,1,1
0.3026178479194641,0.6973821520805359,1,1
0.2798141837120056,0.7201858162879944,1,1
0.2803398370742798,0.7196601629257202,1,1
0.27584412693977356,0.7241559028625488,1,1
0.2849315106868744,0.715068519115448,1,1
0.5558507442474365,0.4441492557525635,0,1
0.28335270285606384,0.7166472673416138,1,1
0.28015372157096863,0.719846248626709,1,1
0.2793283462524414,0.7206716537475586,1,1
0.2763749063014984,0.723625123500824,1,1
0.27808302640914917,0.7219169735908508,1,1
0.27755966782569885,0.7224404215812683,1,1
0.2949182093143463,0.7050818204879761,1,1
0.32180848717689514,0.6781915426254272,1,1
0.35452815890312195,0.6454718112945557,1,1
0.28089094161987305,0.719109058380127,1,1
0.2792758345603943,0.7207241654396057,1,1
0.2801424264907837,0.7198575735092163,1,1
0.3090413212776184,0.6909587383270264,1,1
0.27512380480766296,0.7248761653900146,1,1
0.30760854482650757,0.6923913955688477,1,1
0.2763313353061676,0.7236686944961548,1,1
0.28324446082115173,0.7167555689811707,1,1
0.322723388671875,0.6772765517234802,1,1
0.28744298219680786,0.7125570774078369,1,1
0.2799975275993347,0.7200024724006653,1,1
0.3390521705150604,0.6609477996826172,1,1
0.2813604772090912,0.7186394929885864,1,1
0.2910415828227997,0.7089585065841675,1,1
0.29681605100631714,0.7031840085983276,1,1
0.2815939784049988,0.7184060215950012,1,1
0.27830564975738525,0.72169429063797,1,1
0.6166842579841614,0.3833157420158386,0,1
0.6659038066864014,0.33409619331359863,0,1
0.2956542670726776,0.7043457627296448,1,1
0.4863976836204529,0.5136022567749023,1,1
0.4417608082294464,0.558239221572876,1,1
0.7211476564407349,0.27885234355926514,0,1
0.2782800793647766,0.7217199802398682,1,1
0.3853242099285126,0.6146758198738098,1,1
0.28116461634635925,0.7188354134559631,1,1
0.2756717801094055,0.7243282794952393,1,1
0.2834356725215912,0.7165643572807312,1,1
0.28586116433143616,0.7141388654708862,1,1
0.2819790244102478,0.7180209755897522,1,1
0.2784147262573242,0.7215852737426758,1,1
0.45548033714294434,0.5445196628570557,1,1
0.7187521457672119,0.2812478840351105,0,1
0.2857309579849243,0.7142689824104309,1,1
0.27618497610092163,0.7238150238990784,1,1
0.2765798568725586,0.7234201431274414,1,1
0.2795909345149994,0.7204090356826782,1,1
0.29824361205101013,0.7017564177513123,1,1
0.3914381265640259,0.6085618734359741,1,1
0.29166319966316223,0.7083367705345154,1,1
0.2768173813819885,0.7231826782226562,1,1
0.28066322207450867,0.7193368077278137,1,1
0.4806967079639435,0.5193033218383789,1,1
0.27600106596946716,0.7239989638328552,1,1
0.2785278260707855,0.7214721441268921,1,1
0.2856737971305847,0.7143262028694153,1,1
0.3013915717601776,0.6986084580421448,1,1
0.2765118181705475,0.7234881520271301,1,1
0.27779969573020935,0.722200334072113,1,1
0.2848009169101715,0.7151991128921509,1,1
0.27712175250053406,0.7228782176971436,1,1
0.3520878553390503,0.6479121446609497,1,1
0.3651805818080902,0.6348194479942322,1,1
0.3697684705257416,0.630231499671936,1,1
0.35874876379966736,0.6412511467933655,1,1
0.2901405990123749,0.709859311580658,1,1
0.33888325095176697,0.6611167788505554,1,1
0.2932894229888916,0.7067105770111084,1,1
